title,authors,year,venue,abstract,doi,url,source
"A Blockchain-Driven Framework for Secure, Interoperable University Credit Transfers Using Verifiable Academic NFTs",Simran; A. Larhgotra; A. Sharma; A. Nayak,2025,2025 IEEE Pune Section International Conference (PuneCon),"University credit transfers have traditionally been an opaque, bureaucratic process that is highly likely to be inconsistent, thus causing inefficiencies and disadvantaging students. This paper describes SmartTrust, a new blockchainbased system created to provide a secure, transparent, and interoperable transfer of academic credit between universities. Using a hybrid validation system, which is a combination of the Proof-of-Authority coherent with smart contract-based academic validation, the system presents Verifiable Academic NFTs to wrap and permanently document student credit data. Validation speed, fault tolerance, and consensus integrity were benchmarked by using a synthetic dataset that simulated 500 cross-institution transfers. The system proposed will alleviate the risk of tampering, make the process of multi-university verification relatively easier, and enable the students to own their academic credentials. In contrast with the current applications of blockchain in education that also rely on just certification, SmartTrust facilitates dynamic credit validation and preserves institutional autonomy and data privacy. The findings indicate that the frameworks of national and international credit mobility have promising scalability, and will lead to the future of decentralized academic infrastructures.",10.1109/PuneCon67554.2025.11377798,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11377798,ieee
Investigating Distance Bounding for Delegated Proof-of-Proximity Consensus within IIoT,L. P. I. Ledwaba; G. P. Hancke; S. J. Isaac,2022,2022 IEEE 31st International Symposium on Industrial Electronics (ISIE),"With limited processing, energy and storage along with a deadline sensitive operational environment, the combination of the Industrial IoT (IIoT) with distributed ledger technologies (DLTs) could serve to introduce intolerable latency into network processes; counteracting the potential advantages that come from combining the two technologies. In an effort to improve the compatibility of DLTs for the industrial informatics context, the authors developed a lightweight consensus for IIoT environments based off delegated proof of stake (DPoS), called Delegated Proof of Proximity (DPoP), to limit the processing and energy effort required by DLTs. DPoP will, however, require an existing, IIoT neighbour discovery process to facilitate a proof of proximity for the consensus process. Thus, this preliminary work aims to evaluate distance bounding as a possible mechanism for establishing a secure proof of proximity and neighbour discovery between nodes during the DPoP consensus process to improve the scalability and flexibility of DLT solutions, like Ethereum, for IIoT use cases.",10.1109/ISIE51582.2022.9831631,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9831631,ieee
Beyond Reality: An Application of Extended Reality and Blockchain in the Metaverse,J. Moodley; G. A. M. Meiring; N. Mtetwa; O. Motuba; O. Mphephu; M. Maluleke; R. Balmahoon,2023,2023 IEEE International Conference on Omni-layer Intelligent Systems (COINS),"The convergence of Fourth Industrial Revolution (4IR) technologies and Web2 to Web3 transformation, presents significant benefits and opportunities for industry. This study explores the integrated benefits of Extended Reality (XR) and Distributed Ledger Technology (DLT) in a Metaverse application for virtual consulting. Since XR enhances collaboration using visualization, and DLT ensures transactional security and privacy, an overview of XR and DLT technology is provided, highlighting their specific benefits and challenges concerning Remote Health and Wellness consulting. The paper proposes a Metaverse solution to leverage these benefits, enabling more affordable and accessible healthcare consulting in developing economies. A key outcome of the research is to develop a metaverse prototype that bridges the gap between Web 2.0 and Web 3.0 technologies. By doing so, it aims to improve usability for end-users, drive the adoption of XR and Blockchain, generate new business models, and unlock new revenue streams for industry and underserved communities.",10.1109/COINS57856.2023.10189285,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10189285,ieee
Blockchain Bridges for Verifiable Credentials in Healthcare - A Cross-Chain Interoperability Approach,A. Bratu; F. Haralambie; P. Raluca-Ioana; A. Aloman; N. Goga,2025,"2025 IEEE 2nd International Conference on Blockchain, Smart Healthcare and Emerging Technologies (SmartBlock4Health)","Ensuring secure, interoperable, and privacy preserving healthcare data exchange remains a significant challenge due to fragmented electronic health record (EHR) systems and siloed data management approaches. This paper proposes a blockchain bridge architecture designed to facilitate the cross-chain verification of verifiable credentials (VCs) within private blockchain networks. The system integrates two synchronised smart contracts deployed on separate blockchains, connected through an off-chain oracle that ensures data consistency. This approach eliminates the need for direct interaction between blockchains while preserving security, availability, and regulatory compliance. The proposed framework supports seamless VC issuance and verification, enabling trustless interoperability between healthcare institutions operating on different blockchain infrastructures. By leveraging cryptographic proofs and decentralised identity mechanisms, the system enhances privacy, data integrity, and security while reducing administrative overhead. The paper discusses the design, implementation considerations, and technical challenges of blockchain-based VC verification in healthcare, outlining potential enhancements for scalability, security optimisations, and regulatory adaptability.",10.1109/SmartBlock4Health64843.2025.11189589,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11189589,ieee
A Decentralized System for Enhancing Real-Time Interbank Transfers Using Permissioned Blockchain and Artificial Intelligence,I. M. Mane; N. Mandal; S. Rokade,2025,2025 IEEE International Conference on Advances in Computing Research On Science Engineering and Technology (ACROSET),"This study presents a secure, decentralized, and efficient interbank transfer system, designed to overcome the limitations of traditional centralized frameworks. By leveraging Hyperledger Fabric, a permissioned blockchain framework, and integrating artificial intelligence (AI) technologies, the system ensures robust security, real-time efficiency, and scalability for modern financial applications. The use of Hyperledger Fabric addresses critical challenges such as data privacy, immutability, and scalability, while AI enhances fraud detection and predictive analytics capabilities. The experimental setup validates the system's effectiveness through metrics including transaction throughput, latency, fraud detection rates, and encryption integrity. Despite challenges in scalability under extreme loads, AI accuracy in anomaly detection, and interoperability with legacy systems, the study demonstrates the transformative potential of blockchain and AI integration for interbank collaborations. This research contributes to the growing body of literature on financial technology innovations and proposes a comprehensive solution for secure and transparent interbank transactions.",10.1109/ACROSET66531.2025.11281327,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11281327,ieee
The Use of Blockchain for Legislative Simplification and Tracking,M. Palmirani; C. Bomprezzi; L. Papalia,2025,2025 Eleventh International Conference on eDemocracy & eGovernment (ICEDEG),"This paper explores the potential of blockchain technology in simplifying and tracking legislative processes, addressing the challenges of document management while maintaining the separation of powers. The study examines how blockchain can enhance transparency, security, and efficiency in legislative procedures while preserving constitutional principles. Building upon the analysis of Italy's xLeges system as a case study, the research proposes a multi-level blockchain architecture comprising three interconnected but autonomous layers: a Private Institutional Blockchain for internal deliberations, an InterInstitutional Coordination Blockchain for document exchange between institutions, and a Public Legislative Blockchain for citizen access to definitive acts. The methodology combines theoretical legal analysis of separation of powers principles with technical evaluation of blockchain capabilities, particularly focused on the implementation of the MOVE programming language for smart contracts and Akoma Ntoso XML standards for legislative document structuring. Results demonstrate that this architecture effectively addresses key requirements of constitutional democracies by ensuring institutional autonomy while enhancing document traceability, implementing selective disclosure mechanisms to balance transparency with necessary confidentiality, and providing immutable verification of legislative processes. The proposed solution offers a blueprint for legislative process modernization applicable beyond the Italian context to other constitutional democracies facing similar challenges.",10.1109/ICEDEG65568.2025.11081571,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11081571,ieee
Towards a Cross-Chain Genomic Data Interoperability Framework: Secure and Compliant Federated Data Exchange Using Private Blockchains,F. Alakeel; B. Alothman,2025,2025 7th International Conference on Blockchain Computing and Applications (BCCA),"Precision medicine and its associated clinical trials rely on the availability of reliable genomic data. Several barriers to collecting, processing, and sharing genomic data are emerging. Other challenges, such as security, privacy, interoperability, and regulatory compliance, are also evident in the field. Therefore, single blockchain approaches are utilized to overcome these challenges. However, these approaches cannot address the requirements for cross-institutional data sharing, particularly in terms of data privacy and security. This paper proposes the Cross-Chain Genomic Data Interoperability Framework, a novel framework for exchanging genomic data across private blockchains. The framework achieves future-proof confidentiality by employing hybrid post-quantum key encapsulation. It employs light-client proofs for interoperability across heterogeneous ledgers, sovereign verification without relying on trust in relayers, policy enforcement that incorporates HIPAA, GDPR, and GCC rules, and federated auditability via Merkle-root mirroring for regulatorverifiable non-repudiation. The proposed framework, once fully implemented, would enable secure data sharing and demonstrate the feasibility of analyzing clinical datasets and maximizing gains across different institutions.",10.1109/BCCA66705.2025.11229686,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229686,ieee
A Secure Federated Learning Framework using Blockchain and Differential Privacy,M. Firdaus; H. T. Larasati; K. -H. Rhee,2022,2022 IEEE 9th International Conference on Cyber Security and Cloud Computing (CSCloud)/2022 IEEE 8th International Conference on Edge Computing and Scalable Cloud (EdgeCom),"Federated learning (FL) has considerably emerged as a promising solution to enhance user privacy and data security by enabling collaboratively multi-party model learning without exchanging confidential data. Nevertheless, most existing FL approaches still rely on a central server to obtain a global model by collecting all uploaded models from participants, which may lead to several threats from malicious participants and even expose participant privacy. Therefore, to tackle these problems, we proposed a secure FL framework by empowering blockchain to replace the centralized aggregator sever and utilize Differential Privacy (DP) to address various attacks, e.g., membership inference attacks, during the collaborative FL model training process. The proposed framework has been implemented through two scenarios, i.e., blockchain-based FL to form a decentralized system and DP-based FL to construct the randomized privacy protection using the IBM DP Library.",10.1109/CSCloud-EdgeCom54986.2022.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9842971,ieee
A Privacy Protection Scheme for Permissioned Blockchain Based on Trusted Execution Environment,R. Zhou; Z. Lin,2022,2022 International Conference on Blockchain Technology and Information Security (ICBCTIS),"Blockchain has attracted wide attention because of its characteristics of transparency, anti-interference, traceability, decentralization and verification. The traditional blockchain ensures the reliability of all data by making it public, thus reaching consensus and maintaining the consistency of the global state. This means that everyone's transaction data is phanic to the outside world, resulting in a massive breach of users' personal privacy. Since this reason, we propose a new kind of blockchain privacy protection scheme, which applies the trusted execution environment in the blockchain, designs an encrypted communication and authentication scheme, and realizes the function of providing privacy protection for the blockchain. And most of the computations are moved out of the chain, which greatly reduces the delay and burden of on-chain computations. Experiments show that this architecture has good confidentiality and usability.",10.1109/ICBCTIS55569.2022.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9845127,ieee
Smart GuardianChain: A Solution Based on Blockchain Technology for Ensuring Security of E-Health Records in a Smart Environment,V. Sharma; K. Aseri; R. R. Palle; A. Agrawal; K. Tallapneni; S. K. Jain,2024,2023 International Conference on Smart Devices (ICSD),"In the age of rapidly progressing technology, the healthcare sector is embracing the revolution of digital transformation through the widespread adoption of Electronic Health Records (EHRs). Nevertheless, the digital realm also presents notable challenges, particularly pertaining to the security and confidentiality of patients' delicate health data. This document introduces the innovative Smart GuardianChain, a blockchain-based distributed system crafted to tackle these pivotal concerns by establishing an infallible, decentralized, and impervious platform for the management and sharing of EHRs.Smart GuardianChain capitalizes on a robust consensus algorithm to ensure the integrity of EHRs, thus safeguarding the genuineness of medical records in an increasingly interconnected healthcare ecosystem. To guarantee that solely authorized entities have access to patient information, the system integrates an intricate mechanism for access control. Patients are bestowed with complete authority over their EHRs, enabling them to manage access permissions as they deem appropriate. Through extensive experimentation, our results demonstrate the scalability, efficiency, and effectiveness of the proposed system, which not only enhances security but also preserves patient privacy. By addressing the pressing privacy challenges that EHR systems face today, Smart GuardianChain stands poised to revolutionize the quality of healthcare services, fostering trust and confidence in the digital healthcare landscape.",10.1109/ICSD60021.2024.10751348,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10751348,ieee
